topic,index
8,20356
0,20357
0,20358
8,20359
5,20360
8,20361
0,20362
0,20363
0,20364
0,20365
8,20366
7,20367
8,20368
8,20369
8,20370
8,20371
8,20372
8,20373
8,20374
8,20375
0,20376
0,20377
0,20378
8,20379
8,20380
8,20381
8,20382
8,20383
8,20384
8,20385
8,20386
5,20387
0,20388
8,20389
8,20390
7,20391
0,20392
0,20393
0,20394
8,20395
0,20396
8,20397
0,20398
0,20399
8,20400
6,20401
8,20402
0,20403
0,20404
6,20405
8,20406
5,20407
5,20408
5,20409
5,20410
5,20411
5,20412
8,20413
6,20414
8,20415
6,20416
5,20417
5,20418
6,20419
8,20420
8,20421
8,20422
8,20423
8,20424
8,20425
8,20426
8,20427
0,20428
0,20429
8,20430
8,20431
4,20432
8,20433
0,20434
5,20435
8,20436
7,20437
0,20438
6,20439
5,20440
0,20441
7,20442
8,20443
8,20444
1,20445
8,20446
0,20447
0,20448
8,20449
8,20450
0,20451
1,20452
0,20453
5,20454
3,20455
8,20456
8,20457
1,20458
8,20459
8,20460
8,20461
6,20462
0,20463
8,20464
8,20465
5,20466
5,20467
8,20468
7,20469
0,20470
0,20471
0,20472
0,20473
0,20474
2,20475
0,20476
0,20477
6,20478
8,20479
0,20480
0,20481
8,20482
5,20483
2,20484
8,20485
6,20486
6,20487
8,20488
0,20489
8,20490
7,20491
0,20492
0,20493
8,20494
8,20495
6,20496
0,20497
0,20498
0,20499
0,20500
8,20501
8,20502
5,20503
0,20504
6,20505
8,20506
1,20507
0,20508
8,20509
0,20510
8,20511
5,20512
8,20513
8,20514
8,20515
8,20516
8,20517
0,20518
8,20519
8,20520
8,20521
8,20522
5,20523
0,20524
3,20525
0,20526
5,20527
5,20528
0,20529
8,20530
8,20531
0,20532
8,20533
5,20534
8,20535
5,20536
5,20537
0,20538
5,20539
0,20540
0,20541
8,20542
5,20543
4,20544
8,20545
8,20546
0,20547
5,20548
8,20549
5,20550
8,20551
0,20552
0,20553
0,20554
1,20555
5,20556
8,20557
3,20558
3,20559
8,20560
8,20561
2,20562
8,20563
8,20564
8,20565
8,20566
6,20567
4,20568
8,20569
0,20570
0,20571
7,20572
5,20573
5,20574
7,20575
7,20576
5,20577
8,20578
8,20579
7,20580
2,20581
0,20582
5,20583
8,20584
0,20585
8,20586
8,20587
0,20588
6,20589
8,20590
5,20591
8,20592
0,20593
8,20594
8,20595
0,20596
8,20597
1,20598
8,20599
0,20600
8,20601
0,20602
8,20603
8,20604
8,20605
8,20606
8,20607
8,20608
8,20609
5,20610
5,20611
0,20612
0,20613
0,20614
6,20615
0,20616
6,20617
0,20618
6,20619
0,20620
5,20621
5,20622
8,20623
5,20624
5,20625
8,20626
8,20627
7,20628
8,20629
8,20630
8,20631
3,20632
8,20633
8,20634
8,20635
0,20636
8,20637
4,20638
8,20639
5,20640
0,20641
6,20642
0,20643
0,20644
8,20645
8,20646
0,20647
8,20648
5,20649
8,20650
8,20651
5,20652
8,20653
8,20654
3,20655
8,20656
0,20657
8,20658
0,20659
8,20660
3,20661
8,20662
6,20663
7,20664
8,20665
8,20666
5,20667
0,20668
8,20669
8,20670
3,20671
8,20672
8,20673
8,20674
3,20675
8,20676
6,20677
0,20678
8,20679
5,20680
8,20681
0,20682
8,20683
0,20684
8,20685
8,20686
0,20687
0,20688
8,20689
8,20690
3,20691
8,20692
8,20693
5,20694
8,20695
3,20696
0,20697
8,20698
1,20699
8,20700
3,20701
6,20702
0,20703
8,20704
8,20705
6,20706
8,20707
8,20708
8,20709
0,20710
6,20711
3,20712
8,20713
6,20714
3,20715
8,20716
0,20717
0,20718
8,20719
0,20720
0,20721
8,20722
5,20723
5,20724
8,20725
8,20726
8,20727
5,20728
8,20729
8,20730
8,20731
0,20732
5,20733
8,20734
0,20735
8,20736
8,20737
0,20738
8,20739
8,20740
5,20741
0,20742
5,20743
0,20744
5,20745
8,20746
0,20747
8,20748
0,20749
8,20750
0,20751
0,20752
0,20753
5,20754
0,20755
8,20756
8,20757
0,20758
8,20759
5,20760
8,20761
5,20762
0,20763
0,20764
8,20765
0,20766
0,20767
8,20768
8,20769
0,20770
8,20771
8,20772
8,20773
8,20774
0,20775
0,20776
8,20777
0,20778
5,20779
0,20780
8,20781
6,20782
0,20783
8,20784
6,20785
6,20786
0,20787
5,20788
5,20789
8,20790
7,20791
8,20792
0,20793
6,20794
0,20795
0,20796
4,20797
6,20798
0,20799
0,20800
3,20801
0,20802
8,20803
3,20804
7,20805
0,20806
3,20807
5,20808
0,20809
5,20810
8,20811
0,20812
5,20813
8,20814
8,20815
0,20816
8,20817
0,20818
0,20819
8,20820
0,20821
0,20822
0,20823
0,20824
8,20825
0,20826
7,20827
3,20828
8,20829
3,20830
8,20831
7,20832
5,20833
5,20834
8,20835
5,20836
8,20837
0,20838
8,20839
0,20840
0,20841
8,20842
8,20843
8,20844
8,20845
8,20846
5,20847
0,20848
3,20849
8,20850
0,20851
0,20852
8,20853
8,20854
0,20855
0,20856
8,20857
8,20858
0,20859
5,20860
3,20861
8,20862
0,20863
0,20864
3,20865
5,20866
6,20867
8,20868
6,20869
3,20870
8,20871
8,20872
8,20873
8,20874
8,20875
8,20876
0,20877
5,20878
3,20879
8,20880
8,20881
6,20882
8,20883
3,20884
8,20885
8,20886
0,20887
5,20888
8,20889
8,20890
5,20891
1,20892
0,20893
0,20894
4,20895
8,20896
8,20897
0,20898
5,20899
4,20900
5,20901
8,20902
0,20903
3,20904
0,20905
8,20906
8,20907
8,20908
8,20909
8,20910
5,20911
3,20912
6,20913
0,20914
7,20915
4,20916
8,20917
7,20918
3,20919
0,20920
5,20921
8,20922
8,20923
1,20924
0,20925
2,20926
0,20927
0,20928
7,20929
8,20930
8,20931
8,20932
8,20933
0,20934
8,20935
8,20936
7,20937
8,20938
8,20939
8,20940
8,20941
8,20942
0,20943
0,20944
8,20945
5,20946
3,20947
0,20948
8,20949
8,20950
6,20951
5,20952
8,20953
0,20954
5,20955
3,20956
8,20957
8,20958
0,20959
0,20960
8,20961
0,20962
8,20963
5,20964
0,20965
2,20966
2,20967
5,20968
0,20969
2,20970
0,20971
2,20972
2,20973
0,20974
2,20975
2,20976
2,20977
2,20978
2,20979
2,20980
2,20981
2,20982
0,20983
2,20984
2,20985
2,20986
2,20987
5,20988
2,20989
2,20990
2,20991
5,20992
0,20993
5,20994
0,20995
2,20996
0,20997
3,20998
6,20999
2,21000
2,21001
2,21002
0,21003
1,21004
2,21005
5,21006
2,21007
2,21008
0,21009
0,21010
2,21011
2,21012
2,21013
2,21014
0,21015
2,21016
0,21017
0,21018
2,21019
0,21020
2,21021
2,21022
2,21023
6,21024
2,21025
2,21026
0,21027
5,21028
2,21029
0,21030
6,21031
2,21032
2,21033
2,21034
2,21035
0,21036
5,21037
5,21038
0,21039
2,21040
2,21041
0,21042
6,21043
2,21044
2,21045
2,21046
2,21047
2,21048
2,21049
2,21050
5,21051
6,21052
5,21053
2,21054
0,21055
2,21056
2,21057
0,21058
2,21059
5,21060
0,21061
5,21062
2,21063
2,21064
2,21065
6,21066
2,21067
2,21068
2,21069
2,21070
8,21071
8,21072
0,21073
2,21074
0,21075
2,21076
0,21077
2,21078
6,21079
6,21080
2,21081
0,21082
0,21083
0,21084
2,21085
2,21086
0,21087
2,21088
5,21089
6,21090
2,21091
0,21092
2,21093
2,21094
2,21095
2,21096
2,21097
2,21098
2,21099
0,21100
2,21101
5,21102
2,21103
0,21104
0,21105
6,21106
2,21107
2,21108
0,21109
2,21110
2,21111
0,21112
5,21113
5,21114
2,21115
2,21116
0,21117
0,21118
2,21119
2,21120
2,21121
2,21122
2,21123
2,21124
5,21125
0,21126
2,21127
2,21128
2,21129
0,21130
0,21131
2,21132
2,21133
0,21134
2,21135
5,21136
3,21137
2,21138
2,21139
2,21140
2,21141
2,21142
2,21143
0,21144
0,21145
0,21146
0,21147
6,21148
5,21149
2,21150
2,21151
2,21152
0,21153
7,21154
5,21155
2,21156
2,21157
2,21158
2,21159
6,21160
0,21161
0,21162
0,21163
2,21164
3,21165
6,21166
5,21167
0,21168
2,21169
2,21170
2,21171
2,21172
2,21173
2,21174
6,21175
5,21176
2,21177
2,21178
0,21179
2,21180
6,21181
5,21182
2,21183
2,21184
2,21185
0,21186
2,21187
0,21188
0,21189
2,21190
0,21191
2,21192
0,21193
2,21194
2,21195
2,21196
2,21197
2,21198
2,21199
2,21200
2,21201
2,21202
2,21203
2,21204
6,21205
2,21206
5,21207
6,21208
5,21209
2,21210
0,21211
2,21212
2,21213
2,21214
0,21215
2,21216
0,21217
2,21218
0,21219
0,21220
0,21221
8,21222
2,21223
0,21224
2,21225
0,21226
2,21227
2,21228
2,21229
0,21230
2,21231
0,21232
6,21233
2,21234
2,21235
2,21236
5,21237
2,21238
0,21239
2,21240
2,21241
2,21242
5,21243
0,21244
2,21245
2,21246
0,21247
0,21248
0,21249
0,21250
0,21251
0,21252
2,21253
0,21254
0,21255
2,21256
2,21257
0,21258
2,21259
6,21260
2,21261
0,21262
2,21263
0,21264
2,21265
0,21266
2,21267
0,21268
2,21269
6,21270
6,21271
2,21272
6,21273
0,21274
0,21275
5,21276
0,21277
2,21278
0,21279
2,21280
2,21281
2,21282
2,21283
0,21284
0,21285
0,21286
2,21287
2,21288
2,21289
2,21290
2,21291
2,21292
6,21293
2,21294
6,21295
6,21296
2,21297
2,21298
2,21299
2,21300
2,21301
5,21302
0,21303
0,21304
2,21305
2,21306
2,21307
2,21308
0,21309
5,21310
2,21311
0,21312
2,21313
0,21314
0,21315
6,21316
7,21317
8,21318
2,21319
8,21320
0,21321
2,21322
2,21323
0,21324
0,21325
0,21326
0,21327
0,21328
0,21329
0,21330
2,21331
0,21332
2,21333
5,21334
0,21335
2,21336
2,21337
0,21338
0,21339
2,21340
0,21341
2,21342
2,21343
5,21344
7,21345
6,21346
2,21347
0,21348
0,21349
0,21350
6,21351
0,21352
5,21353
2,21354
5,21355
0,21356
0,21357
2,21358
5,21359
2,21360
2,21361
2,21362
5,21363
0,21364
2,21365
2,21366
0,21367
0,21368
0,21369
0,21370
0,21371
2,21372
2,21373
2,21374
5,21375
2,21376
2,21377
2,21378
2,21379
2,21380
0,21381
6,21382
4,21383
0,21384
0,21385
2,21386
2,21387
2,21388
2,21389
2,21390
5,21391
6,21392
6,21393
5,21394
0,21395
5,21396
5,21397
6,21398
2,21399
0,21400
2,21401
0,21402
5,21403
2,21404
5,21405
4,21406
2,21407
2,21408
2,21409
0,21410
0,21411
5,21412
0,21413
6,21414
5,21415
5,21416
2,21417
0,21418
7,21419
0,21420
0,21421
2,21422
7,21423
0,21424
0,21425
2,21426
0,21427
2,21428
2,21429
0,21430
2,21431
5,21432
0,21433
2,21434
0,21435
0,21436
5,21437
0,21438
2,21439
5,21440
0,21441
0,21442
0,21443
0,21444
0,21445
0,21446
0,21447
6,21448
0,21449
0,21450
0,21451
6,21452
2,21453
5,21454
2,21455
0,21456
0,21457
0,21458
0,21459
2,21460
0,21461
0,21462
0,21463
0,21464
6,21465
2,21466
0,21467
2,21468
2,21469
2,21470
5,21471
0,21472
2,21473
6,21474
2,21475
0,21476
0,21477
6,21478
0,21479
5,21480
2,21481
2,21482
2,21483
0,21484
2,21485
2,21486
3,21487
2,21488
5,21489
2,21490
2,21491
2,21492
2,21493
2,21494
2,21495
2,21496
2,21497
2,21498
2,21499
0,21500
0,21501
2,21502
2,21503
0,21504
0,21505
2,21506
2,21507
0,21508
0,21509
2,21510
0,21511
5,21512
6,21513
0,21514
0,21515
0,21516
0,21517
4,21518
6,21519
0,21520
8,21521
2,21522
0,21523
2,21524
2,21525
6,21526
2,21527
0,21528
2,21529
0,21530
0,21531
2,21532
2,21533
0,21534
2,21535
0,21536
6,21537
0,21538
2,21539
0,21540
8,21541
6,21542
0,21543
2,21544
6,21545
2,21546
0,21547
2,21548
0,21549
0,21550
0,21551
2,21552
0,21553
0,21554
0,21555
5,21556
2,21557
6,21558
5,21559
2,21560
0,21561
0,21562
0,21563
0,21564
2,21565
2,21566
5,21567
2,21568
2,21569
2,21570
2,21571
6,21572
0,21573
5,21574
2,21575
0,21576
5,21577
2,21578
0,21579
0,21580
2,21581
0,21582
0,21583
5,21584
0,21585
0,21586
5,21587
6,21588
0,21589
2,21590
0,21591
2,21592
0,21593
2,21594
0,21595
0,21596
0,21597
0,21598
2,21599
0,21600
2,21601
0,21602
6,21603
2,21604
6,21605
0,21606
6,21607
6,21608
2,21609
5,21610
6,21611
2,21612
0,21613
0,21614
2,21615
2,21616
2,21617
2,21618
2,21619
2,21620
6,21621
0,21622
2,21623
2,21624
5,21625
2,21626
2,21627
2,21628
2,21629
0,21630
8,21631
6,21632
2,21633
5,21634
0,21635
2,21636
2,21637
0,21638
2,21639
8,21640
0,21641
2,21642
6,21643
2,21644
0,21645
6,21646
5,21647
5,21648
6,21649
4,21650
2,21651
2,21652
2,21653
2,21654
0,21655
6,21656
0,21657
6,21658
0,21659
0,21660
0,21661
6,21662
2,21663
2,21664
2,21665
0,21666
0,21667
2,21668
6,21669
2,21670
3,21671
2,21672
2,21673
5,21674
0,21675
0,21676
0,21677
2,21678
2,21679
2,21680
5,21681
2,21682
0,21683
0,21684
8,21685
2,21686
2,21687
0,21688
2,21689
0,21690
6,21691
6,21692
0,21693
6,21694
2,21695
2,21696
0,21697
2,21698
2,21699
0,21700
0,21701
2,21702
6,21703
2,21704
2,21705
0,21706
2,21707
0,21708
0,21709
0,21710
0,21711
0,21712
0,21713
0,21714
0,21715
2,21716
0,21717
0,21718
0,21719
0,21720
5,21721
2,21722
3,21723
2,21724
2,21725
2,21726
0,21727
2,21728
5,21729
3,21730
0,21731
3,21732
2,21733
0,21734
2,21735
6,21736
2,21737
2,21738
2,21739
3,21740
0,21741
0,21742
0,21743
0,21744
0,21745
2,21746
2,21747
0,21748
0,21749
0,21750
0,21751
3,21752
2,21753
2,21754
6,21755
2,21756
0,21757
2,21758
2,21759
3,21760
6,21761
2,21762
0,21763
0,21764
0,21765
0,21766
2,21767
2,21768
0,21769
0,21770
2,21771
2,21772
0,21773
0,21774
2,21775
2,21776
0,21777
2,21778
2,21779
0,21780
0,21781
2,21782
8,21783
0,21784
0,21785
2,21786
2,21787
5,21788
0,21789
0,21790
6,21791
0,21792
2,21793
2,21794
0,21795
2,21796
5,21797
0,21798
0,21799
0,21800
2,21801
0,21802
0,21803
0,21804
2,21805
7,21806
2,21807
2,21808
0,21809
0,21810
0,21811
2,21812
0,21813
0,21814
2,21815
0,21816
0,21817
2,21818
0,21819
0,21820
0,21821
0,21822
0,21823
2,21824
0,21825
2,21826
8,21827
0,21828
0,21829
0,21830
0,21831
2,21832
6,21833
0,21834
2,21835
0,21836
2,21837
0,21838
2,21839
2,21840
2,21841
2,21842
0,21843
0,21844
0,21845
2,21846
2,21847
2,21848
0,21849
0,21850
2,21851
0,21852
0,21853
0,21854
0,21855
0,21856
5,21857
2,21858
2,21859
0,21860
0,21861
0,21862
0,21863
0,21864
0,21865
0,21866
0,21867
2,21868
2,21869
0,21870
5,21871
2,21872
0,21873
2,21874
2,21875
0,21876
6,21877
0,21878
8,21879
2,21880
0,21881
0,21882
3,21883
0,21884
2,21885
2,21886
2,21887
3,21888
5,21889
0,21890
0,21891
2,21892
0,21893
0,21894
0,21895
0,21896
0,21897
8,21898
2,21899
0,21900
5,21901
2,21902
2,21903
2,21904
0,21905
0,21906
5,21907
0,21908
2,21909
0,21910
2,21911
2,21912
0,21913
2,21914
0,21915
0,21916
0,21917
0,21918
0,21919
0,21920
6,21921
0,21922
0,21923
0,21924
3,21925
0,21926
0,21927
2,21928
2,21929
6,21930
0,21931
3,21932
0,21933
0,21934
0,21935
5,21936
6,21937
6,21938
2,21939
6,21940
0,21941
0,21942
8,21943
2,21944
0,21945
0,21946
2,21947
6,21948
0,21949
3,21950
0,21951
0,21952
0,21953
0,21954
0,21955
0,21956
0,21957
0,21958
0,21959
3,21960
2,21961
0,21962
3,21963
0,21964
3,21965
3,21966
2,21967
6,21968
3,21969
3,21970
2,21971
2,21972
2,21973
2,21974
0,21975
2,21976
2,21977
3,21978
0,21979
2,21980
0,21981
6,21982
2,21983
0,21984
0,21985
0,21986
0,21987
0,21988
0,21989
0,21990
0,21991
6,21992
0,21993
0,21994
0,21995
0,21996
0,21997
0,21998
2,21999
0,22000
0,22001
0,22002
0,22003
0,22004
2,22005
2,22006
0,22007
2,22008
2,22009
2,22010
0,22011
2,22012
2,22013
0,22014
0,22015
3,22016
0,22017
3,22018
6,22019
2,22020
2,22021
2,22022
6,22023
2,22024
0,22025
8,22026
2,22027
2,22028
0,22029
2,22030
0,22031
2,22032
2,22033
0,22034
2,22035
0,22036
0,22037
0,22038
0,22039
2,22040
2,22041
0,22042
0,22043
2,22044
0,22045
2,22046
2,22047
2,22048
2,22049
0,22050
2,22051
0,22052
2,22053
2,22054
7,22055
2,22056
2,22057
6,22058
0,22059
2,22060
2,22061
6,22062
2,22063
2,22064
0,22065
2,22066
2,22067
2,22068
6,22069
8,22070
5,22071
0,22072
0,22073
2,22074
0,22075
2,22076
2,22077
2,22078
0,22079
0,22080
2,22081
2,22082
2,22083
0,22084
0,22085
0,22086
0,22087
2,22088
5,22089
2,22090
2,22091
2,22092
2,22093
2,22094
2,22095
2,22096
0,22097
2,22098
0,22099
2,22100
2,22101
2,22102
2,22103
0,22104
2,22105
2,22106
2,22107
2,22108
2,22109
6,22110
2,22111
2,22112
0,22113
2,22114
2,22115
2,22116
2,22117
2,22118
2,22119
2,22120
2,22121
2,22122
0,22123
4,22124
2,22125
5,22126
4,22127
2,22128
2,22129
2,22130
2,22131
2,22132
2,22133
2,22134
2,22135
2,22136
0,22137
6,22138
2,22139
2,22140
2,22141
2,22142
2,22143
2,22144
3,22145
2,22146
0,22147
2,22148
2,22149
2,22150
2,22151
3,22152
0,22153
2,22154
3,22155
2,22156
3,22157
2,22158
0,22159
2,22160
0,22161
3,22162
2,22163
2,22164
2,22165
6,22166
6,22167
2,22168
2,22169
5,22170
5,22171
5,22172
5,22173
5,22174
5,22175
5,22176
5,22177
5,22178
5,22179
4,22180
5,22181
5,22182
5,22183
5,22184
5,22185
5,22186
5,22187
5,22188
5,22189
5,22190
5,22191
5,22192
4,22193
5,22194
5,22195
5,22196
5,22197
8,22198
8,22199
5,22200
5,22201
5,22202
5,22203
5,22204
5,22205
5,22206
5,22207
5,22208
5,22209
5,22210
5,22211
5,22212
5,22213
5,22214
5,22215
4,22216
5,22217
5,22218
5,22219
5,22220
8,22221
5,22222
7,22223
8,22224
8,22225
5,22226
8,22227
5,22228
5,22229
5,22230
5,22231
5,22232
5,22233
5,22234
5,22235
8,22236
5,22237
8,22238
8,22239
8,22240
5,22241
5,22242
5,22243
5,22244
5,22245
5,22246
5,22247
8,22248
5,22249
5,22250
5,22251
5,22252
5,22253
8,22254
8,22255
8,22256
5,22257
5,22258
8,22259
8,22260
5,22261
5,22262
5,22263
5,22264
5,22265
5,22266
8,22267
8,22268
5,22269
5,22270
5,22271
5,22272
5,22273
5,22274
4,22275
5,22276
7,22277
5,22278
5,22279
7,22280
5,22281
5,22282
5,22283
8,22284
5,22285
5,22286
8,22287
8,22288
5,22289
5,22290
5,22291
5,22292
4,22293
5,22294
5,22295
5,22296
7,22297
5,22298
5,22299
5,22300
8,22301
8,22302
7,22303
8,22304
0,22305
5,22306
8,22307
4,22308
5,22309
5,22310
5,22311
5,22312
5,22313
5,22314
5,22315
4,22316
5,22317
5,22318
5,22319
5,22320
5,22321
5,22322
5,22323
5,22324
8,22325
5,22326
5,22327
5,22328
5,22329
5,22330
5,22331
5,22332
5,22333
5,22334
8,22335
7,22336
7,22337
5,22338
5,22339
5,22340
8,22341
4,22342
5,22343
4,22344
5,22345
5,22346
5,22347
5,22348
5,22349
8,22350
5,22351
5,22352
5,22353
5,22354
5,22355
5,22356
5,22357
5,22358
5,22359
5,22360
5,22361
5,22362
5,22363
5,22364
4,22365
5,22366
5,22367
8,22368
5,22369
4,22370
5,22371
5,22372
8,22373
4,22374
5,22375
5,22376
8,22377
5,22378
2,22379
5,22380
5,22381
5,22382
5,22383
5,22384
5,22385
5,22386
4,22387
7,22388
5,22389
5,22390
5,22391
5,22392
5,22393
5,22394
5,22395
5,22396
5,22397
5,22398
4,22399
5,22400
5,22401
5,22402
5,22403
5,22404
5,22405
5,22406
4,22407
7,22408
5,22409
5,22410
5,22411
7,22412
7,22413
5,22414
4,22415
4,22416
0,22417
4,22418
4,22419
4,22420
4,22421
4,22422
4,22423
4,22424
4,22425
4,22426
4,22427
0,22428
4,22429
4,22430
4,22431
4,22432
2,22433
4,22434
4,22435
4,22436
4,22437
4,22438
4,22439
4,22440
4,22441
4,22442
4,22443
4,22444
4,22445
2,22446
4,22447
4,22448
4,22449
4,22450
4,22451
4,22452
0,22453
4,22454
4,22455
4,22456
4,22457
4,22458
4,22459
4,22460
4,22461
4,22462
4,22463
4,22464
4,22465
4,22466
4,22467
4,22468
4,22469
4,22470
4,22471
4,22472
4,22473
4,22474
4,22475
4,22476
4,22477
4,22478
4,22479
4,22480
4,22481
0,22482
4,22483
4,22484
4,22485
4,22486
4,22487
4,22488
4,22489
4,22490
4,22491
4,22492
4,22493
4,22494
4,22495
4,22496
4,22497
4,22498
4,22499
4,22500
4,22501
4,22502
4,22503
4,22504
4,22505
4,22506
4,22507
4,22508
4,22509
4,22510
4,22511
4,22512
4,22513
4,22514
4,22515
4,22516
4,22517
4,22518
4,22519
4,22520
4,22521
4,22522
4,22523
4,22524
4,22525
4,22526
4,22527
4,22528
4,22529
4,22530
2,22531
4,22532
4,22533
4,22534
4,22535
4,22536
0,22537
4,22538
4,22539
0,22540
4,22541
4,22542
4,22543
4,22544
4,22545
4,22546
4,22547
4,22548
4,22549
4,22550
4,22551
4,22552
4,22553
4,22554
4,22555
4,22556
4,22557
4,22558
4,22559
4,22560
4,22561
4,22562
4,22563
4,22564
4,22565
4,22566
4,22567
4,22568
4,22569
4,22570
4,22571
4,22572
4,22573
4,22574
4,22575
4,22576
4,22577
4,22578
4,22579
4,22580
4,22581
4,22582
4,22583
4,22584
4,22585
4,22586
4,22587
4,22588
4,22589
4,22590
4,22591
4,22592
4,22593
4,22594
4,22595
4,22596
4,22597
4,22598
4,22599
4,22600
4,22601
4,22602
4,22603
4,22604
4,22605
4,22606
4,22607
4,22608
4,22609
4,22610
4,22611
4,22612
4,22613
4,22614
5,22615
4,22616
4,22617
4,22618
4,22619
4,22620
5,22621
4,22622
4,22623
4,22624
4,22625
4,22626
4,22627
4,22628
4,22629
4,22630
4,22631
4,22632
4,22633
4,22634
4,22635
4,22636
4,22637
4,22638
4,22639
4,22640
0,22641
4,22642
4,22643
4,22644
4,22645
4,22646
4,22647
4,22648
4,22649
4,22650
4,22651
2,22652
4,22653
4,22654
4,22655
4,22656
4,22657
4,22658
4,22659
4,22660
4,22661
4,22662
4,22663
5,22664
4,22665
4,22666
4,22667
4,22668
4,22669
4,22670
4,22671
4,22672
4,22673
4,22674
4,22675
4,22676
4,22677
4,22678
4,22679
4,22680
4,22681
4,22682
4,22683
4,22684
4,22685
4,22686
4,22687
4,22688
4,22689
4,22690
4,22691
4,22692
4,22693
4,22694
4,22695
4,22696
4,22697
4,22698
0,22699
4,22700
4,22701
4,22702
4,22703
4,22704
4,22705
4,22706
4,22707
4,22708
4,22709
4,22710
4,22711
4,22712
4,22713
4,22714
4,22715
4,22716
4,22717
2,22718
4,22719
4,22720
4,22721
4,22722
4,22723
4,22724
4,22725
4,22726
4,22727
4,22728
4,22729
4,22730
4,22731
4,22732
4,22733
4,22734
4,22735
4,22736
4,22737
4,22738
4,22739
4,22740
4,22741
4,22742
4,22743
4,22744
4,22745
4,22746
4,22747
4,22748
4,22749
4,22750
4,22751
4,22752
4,22753
4,22754
4,22755
4,22756
4,22757
4,22758
4,22759
0,22760
4,22761
4,22762
4,22763
4,22764
4,22765
4,22766
2,22767
2,22768
0,22769
4,22770
0,22771
4,22772
4,22773
4,22774
4,22775
4,22776
4,22777
4,22778
4,22779
4,22780
4,22781
4,22782
0,22783
0,22784
0,22785
4,22786
4,22787
0,22788
0,22789
4,22790
4,22791
0,22792
7,22793
0,22794
0,22795
0,22796
0,22797
4,22798
0,22799
7,22800
0,22801
0,22802
0,22803
4,22804
0,22805
0,22806
0,22807
4,22808
4,22809
4,22810
0,22811
4,22812
4,22813
0,22814
4,22815
4,22816
4,22817
4,22818
0,22819
4,22820
4,22821
0,22822
0,22823
4,22824
4,22825
0,22826
4,22827
4,22828
4,22829
4,22830
4,22831
4,22832
4,22833
0,22834
4,22835
4,22836
4,22837
4,22838
2,22839
0,22840
4,22841
4,22842
4,22843
0,22844
4,22845
0,22846
4,22847
4,22848
4,22849
4,22850
4,22851
4,22852
4,22853
4,22854
4,22855
4,22856
4,22857
0,22858
0,22859
4,22860
4,22861
0,22862
4,22863
0,22864
4,22865
4,22866
4,22867
0,22868
0,22869
4,22870
4,22871
4,22872
4,22873
4,22874
4,22875
4,22876
4,22877
3,22878
4,22879
4,22880
4,22881
4,22882
4,22883
4,22884
2,22885
4,22886
4,22887
0,22888
4,22889
4,22890
4,22891
4,22892
4,22893
4,22894
4,22895
4,22896
4,22897
4,22898
4,22899
4,22900
0,22901
4,22902
4,22903
4,22904
4,22905
4,22906
4,22907
0,22908
4,22909
4,22910
4,22911
4,22912
4,22913
4,22914
0,22915
4,22916
4,22917
4,22918
4,22919
4,22920
4,22921
4,22922
4,22923
0,22924
4,22925
4,22926
4,22927
4,22928
4,22929
4,22930
0,22931
4,22932
0,22933
0,22934
0,22935
4,22936
4,22937
4,22938
4,22939
4,22940
0,22941
4,22942
5,22943
4,22944
4,22945
4,22946
4,22947
2,22948
0,22949
4,22950
4,22951
0,22952
4,22953
4,22954
4,22955
4,22956
4,22957
8,22958
4,22959
0,22960
0,22961
4,22962
0,22963
0,22964
4,22965
0,22966
4,22967
4,22968
4,22969
4,22970
4,22971
4,22972
4,22973
4,22974
4,22975
4,22976
4,22977
0,22978
4,22979
0,22980
4,22981
4,22982
4,22983
4,22984
4,22985
4,22986
0,22987
0,22988
0,22989
4,22990
0,22991
2,22992
0,22993
4,22994
0,22995
4,22996
0,22997
4,22998
4,22999
4,23000
4,23001
0,23002
4,23003
0,23004
4,23005
4,23006
0,23007
4,23008
4,23009
4,23010
4,23011
0,23012
4,23013
0,23014
4,23015
4,23016
4,23017
4,23018
4,23019
4,23020
0,23021
0,23022
4,23023
4,23024
0,23025
4,23026
4,23027
4,23028
4,23029
0,23030
4,23031
4,23032
4,23033
4,23034
0,23035
0,23036
2,23037
4,23038
4,23039
4,23040
4,23041
4,23042
4,23043
4,23044
0,23045
4,23046
4,23047
0,23048
4,23049
4,23050
4,23051
4,23052
4,23053
4,23054
4,23055
4,23056
0,23057
4,23058
4,23059
4,23060
4,23061
0,23062
0,23063
0,23064
4,23065
4,23066
4,23067
4,23068
4,23069
0,23070
4,23071
4,23072
4,23073
4,23074
4,23075
4,23076
0,23077
4,23078
4,23079
4,23080
0,23081
4,23082
4,23083
4,23084
0,23085
0,23086
4,23087
4,23088
4,23089
4,23090
0,23091
4,23092
0,23093
0,23094
4,23095
4,23096
4,23097
0,23098
4,23099
4,23100
4,23101
0,23102
2,23103
4,23104
4,23105
4,23106
4,23107
0,23108
0,23109
4,23110
4,23111
4,23112
4,23113
4,23114
4,23115
4,23116
0,23117
4,23118
4,23119
0,23120
4,23121
4,23122
4,23123
0,23124
0,23125
4,23126
4,23127
7,23128
0,23129
4,23130
4,23131
4,23132
7,23133
4,23134
0,23135
4,23136
0,23137
4,23138
4,23139
4,23140
4,23141
4,23142
4,23143
4,23144
5,23145
5,23146
0,23147
0,23148
4,23149
0,23150
4,23151
0,23152
0,23153
4,23154
